Level,Date and Time,Source,Event ID,Task Category,Description
Information,02-01-2022 09:16,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSOLAP$MSSQLSERVER14\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 8 keys and creating 2 modified pages.
Information,02-01-2022 09:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSOLAP$MSSQLSERVER14\ntuser.dat was cleared updating 93 keys and creating 21 modified pages.
Information,02-01-2022 09:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\SQLAgent$MSSQLSERVER14\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 9 keys and creating 1 modified pages.
Information,02-01-2022 09:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\SQLAgent$MSSQLSERVER14\ntuser.dat was cleared updating 119 keys and creating 25 modified pages.
Information,02-01-2022 09:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MsDtsServer110\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 8 keys and creating 1 modified pages.
Information,02-01-2022 09:15,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MsDtsServer110\ntuser.dat was cleared updating 93 keys and creating 23 modified pages.
Warning,02-01-2022 09:14,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,02-01-2022 09:14,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,02-01-2022 09:14,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLFDLauncher\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 5 keys and creating 1 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLFDLauncher\ntuser.dat was cleared updating 57 keys and creating 17 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLFDLauncher$MSSQLSERVER14\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 5 keys and creating 1 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLSERVER\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 8 keys and creating 1 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLFDLauncher$MSSQLSERVER14\ntuser.dat was cleared updating 57 keys and creating 18 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQLSERVER\ntuser.dat was cleared updating 82 keys and creating 19 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQL$MSSQLSERVER14\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 8 keys and creating 1 modified pages.
Information,02-01-2022 09:14,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\MSSQL$MSSQLSERVER14\ntuser.dat was cleared updating 86 keys and creating 21 modified pages.
Information,02-01-2022 09:13,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2067‎-‎08‎-‎24T02:59:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 09:13,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\SysWOW64\config\systemprofile\AppData\Local\Microsoft\VisualStudio\16.0_197f77be\privateregistry.bin was cleared updating 9276 keys and creating 1246 modified pages.
Warning,02-01-2022 09:13,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user SHOHID-PC\SHOHID SID (S-1-5-21-2091211461-3178656723-4261672445-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.1171_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,02-01-2022 09:13,Microsoft-Windows-DistributedCOM,10010,None,The server Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c!App.AppXtwmqn4em5r5dpafgj4t4yyxgjfe0hr50.mca did not register with DCOM within the required timeout.
Information,02-01-2022 09:12,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2022‎-‎01‎-‎31T18:35:26.915393100Z
Wake Time: ‎2022‎-‎02‎-‎01T03:12:46.395451100Z

Wake Source: Unknown"
Warning,02-01-2022 09:12,disk,52,None,The driver has detected that device \Device\Harddisk0\DR0 has predicted that it will fail. Immediately back up your data and replace your hard disk drive. A failure may be imminent.
Information,02-01-2022 09:12,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Error,02-01-2022 09:12,iaStorA,4102,None,Error log: Smart event occured on disk :X6GJEAPFS  
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x1.
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,02-01-2022 09:12,Microsoft-Windows-Kernel-General,1,-5,"The system time has changed to ‎2022‎-‎02‎-‎01T03:12:45.500000000Z from ‎2022‎-‎01‎-‎31T18:35:29.955539000Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4)."
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-Power,107,-102,The system has resumed from sleep.
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-Power,42,-64,"The system is entering sleep.

Sleep Reason: Application API"
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-Power,187,-243,User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,02-01-2022 00:35,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Error,02-01-2022 00:35,Microsoft-Windows-DistributedCOM,10010,None,The server Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c!App.AppXtwmqn4em5r5dpafgj4t4yyxgjfe0hr50.mca did not register with DCOM within the required timeout.
Information,02-01-2022 00:35,User32,1074,None,"The process C:\WINDOWS\system32\winlogon.exe (SHOHID-PC) has initiated the power off of computer SHOHID-PC on behalf of user SHOHID-PC\SHOHID for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Error,02-01-2022 00:35,Service Control Manager,7034,None,The ArcGIS License Manager service terminated unexpectedly.  It has done this 1 time(s).
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\AppCompat\Programs\Amcache.hve was cleared updating 7378 keys and creating 3093 modified pages.
Information,02-01-2022 00:35,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,02-01-2022 00:35,Microsoft-Windows-WMPNSS-Service,14204,None,Service 'WMPNetworkSvc' started.
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\MSSQL$MSSQLSERVER01\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 7 keys and creating 1 modified pages.
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\SQLTELEMETRY$MSSQLSERVER01\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 7 keys and creating 1 modified pages.
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\MSSQL$MSSQLSERVER01\ntuser.dat was cleared updating 78 keys and creating 18 modified pages.
Information,02-01-2022 00:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\SQLTELEMETRY$MSSQLSERVER01\ntuser.dat was cleared updating 52 keys and creating 16 modified pages.
Information,02-01-2022 00:35,IntelHaxm,4,None,HAXM is loaded successfully
Information,02-01-2022 00:35,vmx86,34,None,"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry
"
Information,02-01-2022 00:35,Microsoft-Windows-WAS,5211,None,The Windows Process Activation Service (WAS) started with 'Classic' mode using 'ConfigurationSystem'
Warning,02-01-2022 00:35,Server,2511,None,"The server service was unable to recreate the share SHARMIN because the directory E:\Users\SHARMIN no longer exists.  Please run ""net share SHARMIN /delete"" to delete the share, or recreate the directory E:\Users\SHARMIN."
Error,02-01-2022 00:35,Microsoft-Windows-WLAN-AutoConfig,10000,None,"WLAN Extensibility Module has failed to start.

Module Path: C:\WINDOWS\system32\Rtlihvs.dll
Error Code: 126
"
Information,02-01-2022 00:35,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,02-01-2022 00:35,VMnetuserif,1,None,() Starting up the User Interface Driver for VMware Virtual Networks.
Information,02-01-2022 00:35,VMnetBridge,10,None,() Starting up the Bridge Driver for VMware Virtual Networks.
Information,02-01-2022 00:35,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,02-01-2022 00:34,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2084‎-‎07‎-‎24T11:29:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2052‎-‎03‎-‎25T04:36:04.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2052‎-‎03‎-‎25T04:36:04.000000000Z) unloaded successfully."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2052‎-‎03‎-‎25T04:36:04.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1987‎-‎05‎-‎06T02:17:50.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\bbimigrate\BBI was cleared updating 1 keys and creating 1 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2011‎-‎08‎-‎26T04:27:29.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\LocalService\NTUSER.DAT was cleared updating 89 keys and creating 19 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\BBI was cleared updating 420 keys and creating 87 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\WINDOWS\ServiceProfiles\NetworkService\NTUSER.DAT was cleared updating 124 keys and creating 21 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,02-01-2022 00:34,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,02-01-2022 00:34,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,15,None,Hive \SystemRoot\System32\Config\DEFAULT was reorganized with a starting size of 12537856 bytes and an ending size of 12525568 bytes.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SECURITY was cleared updating 265 keys and creating 17 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \SystemRoot\System32\Config\SAM was cleared updating 93 keys and creating 10 modified pages.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,15,None,Hive \SystemRoot\System32\Config\SOFTWARE was reorganized with a starting size of 282456064 bytes and an ending size of 270139392 bytes.
Error,02-01-2022 00:34,Ntfs,137,-2,The default transaction resource manager on volume G: encountered a non-retryable error and could not start.  The data contains the error code.
Error,02-01-2022 00:34,disk,7,None,"The device, \Device\Harddisk0\DR0, has a bad block."
Error,02-01-2022 00:34,disk,7,None,"The device, \Device\Harddisk0\DR0, has a bad block."
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume G: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume D: (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume F: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume E: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,02-01-2022 00:34,MEIx64,2,None,Intel(R) Trusted Execution Engine Interface driver has started successfully.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3700
Maximum performance percentage: 100
Minimum performance percentage: 21
Minimum throttle percentage: 21"
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3700
Maximum performance percentage: 100
Minimum performance percentage: 21
Minimum throttle percentage: 21"
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3700
Maximum performance percentage: 100
Minimum performance percentage: 21
Minimum throttle percentage: 21"
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Processor-Power,55,-47,"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 3700
Maximum performance percentage: 100
Minimum performance percentage: 21
Minimum throttle percentage: 21"
Information,02-01-2022 00:34,VMnetAdapter,36,None,() Starting up the Adapter Driver for VMware Virtual Networks.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Power,172,-203,"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{fee45b76-0000-0000-0000-100000000000} (\Device\HarddiskVolume5) is healthy.  No action is needed.
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1977‎-‎09‎-‎12T21:19:34.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2011‎-‎10‎-‎30T21:56:49.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume6) is healthy.  No action is needed.
Error,02-01-2022 00:34,iaStorA,4102,None,Error log: Smart event occured on disk :X6GJEAPFS  
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2064‎-‎08‎-‎25T08:03:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2045‎-‎05‎-‎29T21:42:55.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎1989‎-‎07‎-‎13T07:15:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,20,-6,"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x0.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,20,-31,The last shutdown's success status was true. The last boot's success status was true.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Boot,153,-62,Virtualization-based security (policies: 0) is disabled.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,12,-1,The operating system started at system time ‎2022‎-‎01‎-‎31T18:34:38.500000000Z.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-General,13,-2,The operating system is shutting down at system time ‎2022‎-‎01‎-‎31T18:34:27.348440900Z.
Information,02-01-2022 00:34,Microsoft-Windows-Kernel-Power,109,-103,"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,02-01-2022 00:34,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Information,02-01-2022 00:34,EventLog,6013,None,The system uptime is 21 seconds.
Information,02-01-2022 00:34,EventLog,6005,None,The Event log service was started.
Information,02-01-2022 00:34,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18363 Service Pack 1 Multiprocessor Free.
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,02-01-2022 00:34,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,02-01-2022 00:34,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,02-01-2022 00:34,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,02-01-2022 00:34,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,02-01-2022 00:34,EventLog,6006,None,The Event log service was stopped.
Information,02-01-2022 00:34,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Error,02-01-2022 00:06,Microsoft-Windows-DistributedCOM,10010,None,The server Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c!App.AppXtwmqn4em5r5dpafgj4t4yyxgjfe0hr50.mca did not register with DCOM within the required timeout.
Information,02-01-2022 00:06,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2022‎-‎01‎-‎31T17:04:10.025758500Z
Wake Time: ‎2022‎-‎01‎-‎31T18:06:23.485783400Z

Wake Source: Unknown"
Information,02-01-2022 00:06,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Error,02-01-2022 00:06,iaStorA,4102,None,Error log: Smart event occured on disk :X6GJEAPFS  
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-Boot,27,-33,The boot type was 0x1.
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-Boot,25,-32,The boot menu policy was 0x1.
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,02-01-2022 00:06,Microsoft-Windows-Kernel-General,1,-5,"The system time has changed to ‎2022‎-‎01‎-‎31T18:06:22.500000000Z from ‎2022‎-‎01‎-‎31T17:04:13.693438000Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4)."
Information,1/31/2022 11:04:13 PM,Microsoft-Windows-Kernel-Power,107,-102,The system has resumed from sleep.
Information,1/31/2022 11:04:10 PM,Microsoft-Windows-Kernel-Power,42,-64,"The system is entering sleep.

Sleep Reason: Application API"
Information,1/31/2022 11:04:10 PM,Microsoft-Windows-Kernel-Power,187,-243,User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,1/31/2022 11:04:09 PM,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Warning,1/31/2022 11:03:49 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user SHOHID-PC\SHOHID SID (S-1-5-21-2091211461-3178656723-4261672445-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.1171_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,1/31/2022 10:53:56 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 10:38:37 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 10:23:03 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 10:06:46 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 9:51:57 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 9:38:56 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 9:22:25 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 9:08:58 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 8:58:06 PM,Microsoft-Windows-DNS-Client,1014,-1014,Name resolution for the name dns.msftncsi.com timed out after none of the configured DNS servers responded.
Warning,1/31/2022 8:57:39 PM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user SHOHID-PC\SHOHID SID (S-1-5-21-2091211461-3178656723-4261672445-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.1171_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Error,1/31/2022 8:22:39 PM,Microsoft-Windows-DistributedCOM,10010,None,The server Microsoft.SkypeApp_15.79.95.0_x86__kzf8qxf38zg5c!App.AppXtwmqn4em5r5dpafgj4t4yyxgjfe0hr50.mca did not register with DCOM within the required timeout.
Information,1/31/2022 7:56:06 PM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.355.2814.0)
Information,1/31/2022 7:55:49 PM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.355.2814.0)
Information,1/31/2022 7:55:49 PM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,1/31/2022 6:38:39 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\SHOHID\AppData\Local\Packages\inputapp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,1/31/2022 6:32:24 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\SHOHID\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 12 keys and creating 3 modified pages.
